Date,Open,,,,,
1-Jul-17,2492.6,,,,,
30-Jun-17,2539.24,,,,,
29-Jun-17,2567.56,,,,,
28-Jun-17,2553.03,,,,,
27-Jun-17,2478.45,,,,,
26-Jun-17,2590.57,,,,,
25-Jun-17,2607.25,,,,,
24-Jun-17,2738.52,,,,,
23-Jun-17,2707.34,,,,,
22-Jun-17,2691.03,,,,,
21-Jun-17,2709.43,,,,,
20-Jun-17,2591.26,,,,,
19-Jun-17,2549.03,,,,,
18-Jun-17,2655.35,,,,,
17-Jun-17,2514.01,,,,,
16-Jun-17,2469.57,,,,,
15-Jun-17,2499.58,,,,,
14-Jun-17,2716.88,,,,,
13-Jun-17,2680.91,,,,,
12-Jun-17,2953.22,,,,,
11-Jun-17,2942.41,,,,,
10-Jun-17,2828.14,,,,,
9-Jun-17,2807.44,,,,,
8-Jun-17,2720.49,,,,,
7-Jun-17,2869.38,,,,,
6-Jun-17,2690.84,,,,,
5-Jun-17,2512.4,,,,,
4-Jun-17,2547.79,,,,,
3-Jun-17,2493.72,,,,,
2-Jun-17,2404.03,,,,,
1-Jun-17,2288.33,,,,,
31-May-17,2187.19,,,,,
30-May-17,2255.36,,,,,
29-May-17,2159.43,,,,,
28-May-17,2054.08,,,,,
27-May-17,2196.27,,,,,
26-May-17,2320.89,,,,,
25-May-17,2446.24,,,,,
24-May-17,2321.37,,,,,
23-May-17,2191.56,,,,,
22-May-17,2043.19,,,,,
21-May-17,2067.03,,,,,
20-May-17,1984.24,,,,,
19-May-17,1897.37,,,,,
18-May-17,1818.7,,,,,
17-May-17,1726.73,,,,,
16-May-17,1741.7,,,,,
15-May-17,1808.44,,,,,
14-May-17,1800.86,,,,,
13-May-17,1723.12,,,,,
12-May-17,1845.76,,,,,
11-May-17,1780.37,,,,,
10-May-17,1756.52,,,,,
9-May-17,1723.89,,,,,
8-May-17,1596.92,,,,,
7-May-17,1579.47,,,,,
6-May-17,1556.81,,,,,
5-May-17,1540.87,,,,,
4-May-17,1490.72,,,,,
3-May-17,1453.78,,,,,
2-May-17,1421.03,,,,,
1-May-17,1348.3,,,,,
30-Apr-17,1321.87,,,,,
29-Apr-17,1317.84,,,,,
28-Apr-17,1317.74,,,,,
27-Apr-17,1281.88,,,,,
26-Apr-17,1265.99,,,,,
25-Apr-17,1250.45,,,,,
24-Apr-17,1209.63,,,,,
23-Apr-17,1231.92,,,,,
22-Apr-17,1222.71,,,,,
21-Apr-17,1229.42,,,,,
20-Apr-17,1211.08,,,,,
19-Apr-17,1212.13,,,,,
18-Apr-17,1193.77,,,,,
17-Apr-17,1183.25,,,,,
16-Apr-17,1172.61,,,,,
15-Apr-17,1167.3,,,,,
14-Apr-17,1170.33,,,,,
13-Apr-17,1201.02,,,,,
12-Apr-17,1204.81,,,,,
11-Apr-17,1187.46,,,,,
10-Apr-17,1187.3,,,,,
9-Apr-17,1176.57,,,,,
8-Apr-17,1172.65,,,,,
7-Apr-17,1178.94,,,,,
6-Apr-17,1125.81,,,,,
5-Apr-17,1134.14,,,,,
4-Apr-17,1145.52,,,,,
3-Apr-17,1102.95,,,,,
2-Apr-17,1080.61,,,,,
1-Apr-17,1071.71,,,,,
31-Mar-17,1026.64,,,,,
30-Mar-17,1042.21,,,,,
29-Mar-17,1046.08,,,,,
28-Mar-17,1044.58,,,,,
27-Mar-17,972.05,,,,,
26-Mar-17,974.01,,,,,
25-Mar-17,936.54,,,,,
24-Mar-17,1038.45,,,,,
23-Mar-17,1050.05,,,,,
22-Mar-17,1120.65,,,,,
21-Mar-17,1055.36,,,,,
20-Mar-17,1037.24,,,,,
19-Mar-17,976.73,,,,,
18-Mar-17,1099.69,,,,,
17-Mar-17,1180.16,,,,,
16-Mar-17,1251.33,,,,,
15-Mar-17,1240.16,,,,,
14-Mar-17,1232.16,,,,,
13-Mar-17,1221.78,,,,,
12-Mar-17,1176.62,,,,,
11-Mar-17,1116.32,,,,,
10-Mar-17,1189.36,,,,,
9-Mar-17,1150.35,,,,,
8-Mar-17,1223.23,,,,,
7-Mar-17,1273.21,,,,,
6-Mar-17,1267.47,,,,,
5-Mar-17,1254.29,,,,,
4-Mar-17,1277.43,,,,,
3-Mar-17,1250.71,,,,,
2-Mar-17,1224.68,,,,,
1-Mar-17,1180.04,,,,,
28-Feb-17,1180.72,,,,,
27-Feb-17,1163.78,,,,,
26-Feb-17,1144.27,,,,,
25-Feb-17,1170.41,,,,,
24-Feb-17,1172.71,,,,,
23-Feb-17,1117.27,,,,,
22-Feb-17,1114.8,,,,,
21-Feb-17,1079.28,,,,,
20-Feb-17,1048.69,,,,,
19-Feb-17,1054.76,,,,,
18-Feb-17,1049.21,,,,,
17-Feb-17,1026.12,,,,,
16-Feb-17,1007.65,,,,,
15-Feb-17,1006.21,,,,,
14-Feb-17,991.74,,,,,
13-Feb-17,998.88,,,,,
12-Feb-17,1003.52,,,,,
11-Feb-17,988.9,,,,,
10-Feb-17,995.63,,,,,
9-Feb-17,1064.7,,,,,
8-Feb-17,1062.32,,,,,
7-Feb-17,1040.14,,,,,
6-Feb-17,1028.4,,,,,
5-Feb-17,1043.52,,,,,
4-Feb-17,1031.33,,,,,
3-Feb-17,1011.46,,,,,
2-Feb-17,990,,,,,
1-Feb-17,970.94,,,,,
31-Jan-17,920.96,,,,,
30-Jan-17,920.15,,,,,
29-Jan-17,922.07,,,,,
28-Jan-17,919.81,,,,,
27-Jan-17,918.36,,,,,
26-Jan-17,902.39,,,,,
25-Jan-17,891.92,,,,,
24-Jan-17,910.68,,,,,
23-Jan-17,925.5,,,,,
22-Jan-17,922.21,,,,,
21-Jan-17,895.55,,,,,
20-Jan-17,898.17,,,,,
19-Jan-17,888.34,,,,,
18-Jan-17,909.37,,,,,
17-Jan-17,830.95,,,,,
16-Jan-17,821.78,,,,,
15-Jan-17,818.14,,,,,
14-Jan-17,825.14,,,,,
13-Jan-17,803.74,,,,,
12-Jan-17,775.18,,,,,
11-Jan-17,908.12,,,,,
10-Jan-17,902.44,,,,,
9-Jan-17,913.24,,,,,
8-Jan-17,908.17,,,,,
7-Jan-17,903.49,,,,,
6-Jan-17,1014.24,,,,,
5-Jan-17,1156.73,,,,,
4-Jan-17,1044.4,,,,,
3-Jan-17,1021.6,,,,,
2-Jan-17,998.62,,,,,
1-Jan-17,963.66,,,,,
31-Dec-16,960.63,,,,,
30-Dec-16,972.53,,,,,
29-Dec-16,975.13,,,,,
28-Dec-16,934.83,,,,,
27-Dec-16,908.35,,,,,
26-Dec-16,896.9,,,,,
25-Dec-16,899.65,,,,,
24-Dec-16,922.18,,,,,
23-Dec-16,864.89,,,,,
22-Dec-16,834.18,,,,,
21-Dec-16,800.64,,,,,
20-Dec-16,792.25,,,,,
19-Dec-16,790.69,,,,,
18-Dec-16,791.01,,,,,
17-Dec-16,785.17,,,,,
16-Dec-16,778.96,,,,,
15-Dec-16,780.07,,,,,
14-Dec-16,780,,,,,
13-Dec-16,780.65,,,,,
12-Dec-16,770.04,,,,,
11-Dec-16,774.75,,,,,
10-Dec-16,773.02,,,,,
9-Dec-16,769.94,,,,,
8-Dec-16,768.08,,,,,
7-Dec-16,764.21,,,,,
6-Dec-16,758.72,,,,,
5-Dec-16,773.39,,,,,
4-Dec-16,771.64,,,,,
3-Dec-16,778.25,,,,,
2-Dec-16,757.54,,,,,
