Date,Open,,,,,
1-Dec-16,746.05,,,,,
30-Nov-16,736.28,,,,,
29-Nov-16,736.33,,,,,
28-Nov-16,732.48,,,,,
27-Nov-16,735.44,,,,,
26-Nov-16,741.51,,,,,
25-Nov-16,740.44,,,,,
24-Nov-16,744.62,,,,,
23-Nov-16,751.74,,,,,
22-Nov-16,739.64,,,,,
21-Nov-16,731.26,,,,,
20-Nov-16,751.88,,,,,
19-Nov-16,751.83,,,,,
18-Nov-16,740.71,,,,,
17-Nov-16,744.88,,,,,
16-Nov-16,711.17,,,,,
15-Nov-16,705.79,,,,,
14-Nov-16,702,,,,,
13-Nov-16,705.2,,,,,
12-Nov-16,716.75,,,,,
11-Nov-16,715.55,,,,,
10-Nov-16,722.84,,,,,
9-Nov-16,709.83,,,,,
8-Nov-16,703.09,,,,,
7-Nov-16,710.74,,,,,
6-Nov-16,703.81,,,,,
5-Nov-16,703.52,,,,,
4-Nov-16,689.12,,,,,
3-Nov-16,742.35,,,,,
2-Nov-16,730.07,,,,,
1-Nov-16,701.34,,,,,
31-Oct-16,702.64,,,,,
30-Oct-16,714.12,,,,,
29-Oct-16,690.29,,,,,
28-Oct-16,688,,,,,
27-Oct-16,678.21,,,,,
26-Oct-16,657.68,,,,,
25-Oct-16,654,,,,,
24-Oct-16,657.16,,,,,
23-Oct-16,657.62,,,,,
22-Oct-16,633.14,,,,,
21-Oct-16,630.83,,,,,
20-Oct-16,630.66,,,,,
19-Oct-16,638.13,,,,,
18-Oct-16,639.41,,,,,
17-Oct-16,641.82,,,,,
16-Oct-16,639.08,,,,,
15-Oct-16,640.31,,,,,
14-Oct-16,637.01,,,,,
13-Oct-16,636.03,,,,,
12-Oct-16,640.87,,,,,
11-Oct-16,619.24,,,,,
10-Oct-16,616.82,,,,,
9-Oct-16,619.17,,,,,
8-Oct-16,617.34,,,,,
7-Oct-16,612.61,,,,,
6-Oct-16,612.47,,,,,
5-Oct-16,610.22,,,,,
4-Oct-16,612.05,,,,,
3-Oct-16,610.97,,,,,
2-Oct-16,613.95,,,,,
1-Oct-16,609.93,,,,,
30-Sep-16,605.72,,,,,
29-Sep-16,605.02,,,,,
28-Sep-16,606.24,,,,,
27-Sep-16,608.02,,,,,
26-Sep-16,600.81,,,,,
25-Sep-16,602.75,,,,,
24-Sep-16,602.96,,,,,
23-Sep-16,596.2,,,,,
22-Sep-16,597.28,,,,,
